depth_bucket,n_comments,rate_AttachmentIntimacy,rate_ReplySeekingReciprocity,rate_SelfIdentificationToOP,rate_AnyPSRIndicator
depth0,46632,0.00928546920569566,0.24140075484645737,0.008727912163321324,0.24530365414307773
depth1plus,3706,0.02671343766864544,0.4498111171073934,0.014031300593631947,0.4568267674042094
