variant,prevalence,reply_rate_if_positive,reply_rate_if_negative,odds_ratio_any_reply,or_ci95_lo,or_ci95_hi,chi2,p_value
AttachmentStrict,0.01056855655767015,0.08270676691729323,0.06157892623378709,1.3740372126336944,1.0071082195724155,1.874652817850841,3.6961795248800122,0.05453720888349221
AttachmentRelaxed,0.07046366562040605,0.06174231745136735,0.06180675770981599,0.9988887822175231,0.8668167249580015,1.1510839264071075,0.0,1.0
